question,p,human_fraction,outcome,latency_s
threat,0.02,0.0,0,0.981
obscene,0.14,0.0,0,0.981
toxicity,0.89,0.7966101765632629,1,0.921
insult,0.94,0.7627118825912476,1,0.921
threat,0.04,0.016949152573943138,0,0.921
obscene,0.39,0.11864406615495682,0,0.921
toxicity,0.77,0.8793103694915771,1,0.9
insult,0.97,0.8620689511299133,1,0.9
threat,0.03,0.017241379246115685,0,0.9
obscene,0.1,0.1551724076271057,0,0.9
toxicity,0.46,0.1666666716337204,0,0.966
insult,0.41,0.1666666716337204,0,0.966
threat,0.02,0.0,0,0.966
obscene,0.03,0.0,0,0.966
toxicity,0.89,1.0,1,0.938
insult,0.98,1.0,1,0.938
threat,0.03,0.0,0,0.938
obscene,0.31,0.0,0,0.938
toxicity,0.25,0.0,0,1.001
insult,0.08,0.0,0,1.001
threat,0.01,0.0,0,1.001
obscene,0.34,0.0,0,1.001
toxicity,0.28,0.0,0,0.921
insult,0.45,0.0,0,0.921
threat,0.04,0.0,0,0.921
obscene,0.03,0.0,0,0.921
toxicity,0.15,0.5,1,0.968
insult,0.24,0.4000000059604645,0,0.968
threat,0.02,0.0,0,0.968
obscene,0.04,0.20000000298023224,0,0.968
toxicity,0.77,0.8181818127632141,1,1.014
insult,0.91,0.8030303120613098,1,1.014
threat,0.02,0.0,0,1.014
obscene,0.1,0.21212121844291687,0,1.014
toxicity,0.58,0.1666666716337204,0,0.923
insult,0.88,0.1666666716337204,0,0.923
threat,0.04,0.0,0,0.923
obscene,0.11,0.0,0,0.923
toxicity,0.92,0.5789473652839661,1,0.925
insult,0.97,0.5,1,0.925
threat,0.09,0.0,0,0.925
obscene,0.06,0.01315789483487606,0,0.925
toxicity,0.81,0.20000000298023224,0,0.939
insult,0.93,0.20000000298023224,0,0.939
threat,0.04,0.0,0,0.939
obscene,0.05,0.0,0,0.939
toxicity,0.52,0.0,0,0.942
insult,0.37,0.0,0,0.942
threat,0.04,0.0,0,0.942
obscene,0.03,0.0,0,0.942
toxicity,0.56,0.20000000298023224,0,0.928
insult,0.39,0.0,0,0.928
threat,0.02,0.0,0,0.928
obscene,0.03,0.0,0,0.928
toxicity,0.55,0.8888888955116272,1,0.988
insult,0.38,0.8888888955116272,1,0.988
threat,0.02,0.0,0,0.988
obscene,0.03,0.1111111119389534,0,0.988
toxicity,0.8,0.8913043737411499,1,0.919
insult,0.93,0.8695651888847351,1,0.919
threat,0.05,0.0,0,0.919
obscene,0.11,0.08695652335882187,0,0.919
toxicity,0.33,0.0,0,0.961
insult,0.08,0.0,0,0.961
threat,0.02,0.0,0,0.961
obscene,0.06,0.0,0,0.961
toxicity,0.44,0.1666666716337204,0,0.951
insult,0.67,0.1666666716337204,0,0.951
threat,0.02,0.0,0,0.951
obscene,0.04,0.0,0,0.951
toxicity,0.74,0.30000001192092896,0,0.995
insult,0.95,0.30000001192092896,0,0.995
threat,0.02,0.0,0,0.995
obscene,0.17,0.0,0,0.995
toxicity,0.67,0.6000000238418579,1,0.945
insult,0.93,0.6000000238418579,1,0.945
threat,0.02,0.0,0,0.945
obscene,0.06,0.0,0,0.945
toxicity,0.64,0.5,1,0.973
insult,0.22,0.6000000238418579,1,0.973
threat,0.85,0.10000000149011612,0,0.973
obscene,0.05,0.10000000149011612,0,0.973
toxicity,0.11,0.0,0,0.972
insult,0.06,0.0,0,0.972
threat,0.01,0.0,0,0.972
obscene,0.02,0.0,0,0.972
toxicity,0.73,0.30000001192092896,0,0.929
insult,0.64,0.30000001192092896,0,0.929
threat,0.04,0.0,0,0.929
obscene,0.04,0.0,0,0.929
toxicity,0.75,0.30000001192092896,0,0.978
insult,0.8,0.30000001192092896,0,0.978
threat,0.43,0.0,0,0.978
obscene,0.14,0.0,0,0.978
toxicity,0.62,0.8999999761581421,1,1.018
insult,0.89,0.20000000298023224,0,1.018
threat,0.07,0.0,0,1.018
obscene,0.57,0.699999988079071,1,1.018
toxicity,0.81,0.30000001192092896,0,0.989
insult,0.89,0.20000000298023224,0,0.989
threat,0.03,0.0,0,0.989
obscene,0.04,0.0,0,0.989
toxicity,0.7,0.8958333134651184,1,0.974
insult,0.92,0.875,1,0.974
threat,0.02,0.0,0,0.974
obscene,0.09,0.0833333358168602,0,0.974
toxicity,0.59,0.0,0,0.925
insult,0.81,0.0,0,0.925
threat,0.02,0.0,0,0.925
obscene,0.03,0.0,0,0.925
toxicity,0.43,0.0,0,1.001
insult,0.57,0.0,0,1.001
threat,0.04,0.0,0,1.001
obscene,0.04,0.0,0,1.001
toxicity,0.06,0.0,0,0.946
insult,0.03,0.0,0,0.946
threat,0.01,0.0,0,0.946
obscene,0.02,0.0,0,0.946
toxicity,0.32,0.4000000059604645,0,0.915
insult,0.75,0.4000000059604645,0,0.915
threat,0.05,0.0,0,0.915
obscene,0.03,0.0,0,0.915
toxicity,0.31,0.1666666716337204,0,1.04
insult,0.37,0.0,0,1.04
threat,0.01,0.0,0,1.04
obscene,0.03,0.0,0,1.04
toxicity,0.88,0.7575757503509521,1,1.231
insult,0.95,0.5757575631141663,1,1.231
threat,0.04,0.01515151560306549,0,1.231
obscene,0.67,0.6515151262283325,1,1.231
toxicity,0.47,0.0,0,0.883
insult,0.34,0.0,0,0.883
threat,0.02,0.0,0,0.883
obscene,0.03,0.0,0,0.883
toxicity,0.87,0.4000000059604645,0,0.945
insult,0.24,0.4000000059604645,0,0.945
threat,0.19,0.0,0,0.945
obscene,0.39,0.20000000298023224,0,0.945
toxicity,0.35,0.20000000298023224,0,0.91
insult,0.56,0.20000000298023224,0,0.91
threat,0.02,0.0,0,0.91
obscene,0.03,0.0,0,0.91
toxicity,0.76,0.5,1,0.911
insult,0.95,0.5,1,0.911
threat,0.02,0.0,0,0.911
obscene,0.12,0.0,0,0.911
toxicity,0.59,0.1666666716337204,0,0.93
insult,0.77,0.1666666716337204,0,0.93
threat,0.06,0.1666666716337204,0,0.93
obscene,0.04,0.0,0,0.93
toxicity,0.88,0.6285714507102966,1,0.999
insult,0.89,0.5571428537368774,1,0.999
threat,0.83,0.22857142984867096,0,0.999
obscene,0.61,0.12857143580913544,0,0.999
toxicity,0.38,0.1666666716337204,0,1.01
insult,0.88,0.1666666716337204,0,1.01
threat,0.04,0.0,0,1.01
obscene,0.04,0.0,0,1.01
toxicity,0.32,0.0,0,0.973
insult,0.69,0.0,0,0.973
threat,0.06,0.0,0,0.973
obscene,0.04,0.0,0,0.973
toxicity,0.26,0.0,0,0.923
insult,0.17,0.0,0,0.923
threat,0.02,0.0,0,0.923
obscene,0.08,0.0,0,0.923
toxicity,0.88,0.5,1,0.944
insult,0.93,0.5,1,0.944
threat,0.19,0.4000000059604645,0,0.944
obscene,0.07,0.0,0,0.944
toxicity,0.84,0.8333333134651184,1,0.921
insult,0.96,0.8333333134651184,1,0.921
threat,0.08,0.0,0,0.921
obscene,0.88,0.0,0,0.921
toxicity,0.51,0.0,0,0.986
insult,0.63,0.0,0,0.986
threat,0.08,0.0,0,0.986
obscene,0.05,0.0,0,0.986
toxicity,0.38,0.0,0,0.978
insult,0.83,0.0,0,0.978
threat,0.02,0.0,0,0.978
obscene,0.03,0.0,0,0.978
toxicity,0.35,0.5394737124443054,1,0.948
insult,0.5,0.5,1,0.948
threat,0.02,0.0,0,0.948
obscene,0.29,0.14473684132099152,0,0.948
toxicity,0.35,0.30000001192092896,0,0.977
insult,0.79,0.30000001192092896,0,0.977
threat,0.03,0.0,0,0.977
obscene,0.61,0.0,0,0.977
toxicity,0.28,0.0,0,0.965
insult,0.07,0.0,0,0.965
threat,0.01,0.0,0,0.965
obscene,0.03,0.0,0,0.965
toxicity,0.44,0.20000000298023224,0,0.948
insult,0.75,0.20000000298023224,0,0.948
threat,0.02,0.0,0,0.948
obscene,0.09,0.0,0,0.948
toxicity,0.87,0.7692307829856873,1,0.997
insult,0.97,0.7384615540504456,1,0.997
threat,0.03,0.0,0,0.997
obscene,0.05,0.04615384712815285,0,0.997
toxicity,0.21,0.0,0,1.022
insult,0.09,0.0,0,1.022
threat,0.02,0.0,0,1.022
obscene,0.03,0.0,0,1.022
toxicity,0.34,0.30000001192092896,0,0.938
insult,0.67,0.30000001192092896,0,0.938
threat,0.02,0.0,0,0.938
obscene,0.11,0.0,0,0.938
toxicity,0.39,0.7213114500045776,1,0.922
insult,0.49,0.7377049326896667,1,0.922
threat,0.04,0.0,0,0.922
obscene,0.13,0.08196721225976944,0,0.922
toxicity,0.59,0.7846153974533081,1,0.913
insult,0.93,0.7846153974533081,1,0.913
threat,0.04,0.0,0,0.913
obscene,0.25,0.03076923079788685,0,0.913
toxicity,0.46,0.6000000238418579,1,2.536
insult,0.49,0.6000000238418579,1,2.536
threat,0.02,0.0,0,2.536
obscene,0.07,0.0,0,2.536
toxicity,0.44,0.5,1,0.906
insult,0.35,0.10000000149011612,0,0.906
threat,0.06,0.20000000298023224,0,0.906
obscene,0.03,0.10000000149011612,0,0.906
toxicity,0.71,0.4000000059604645,0,0.934
insult,0.78,0.20000000298023224,0,0.934
threat,0.04,0.0,0,0.934
obscene,0.08,0.10000000149011612,0,0.934
toxicity,0.76,0.5,1,0.882
insult,0.93,0.5,1,0.882
threat,0.04,0.0,0,0.882
obscene,0.07,0.10000000149011612,0,0.882
toxicity,0.79,0.4000000059604645,0,0.888
insult,0.83,0.30000001192092896,0,0.888
threat,0.02,0.0,0,0.888
obscene,0.64,0.20000000298023224,0,0.888
toxicity,0.86,0.7183098793029785,1,1.013
insult,0.95,0.7183098793029785,1,1.013
threat,0.02,0.014084506779909134,0,1.013
obscene,0.05,0.07042253762483597,0,1.013
toxicity,0.77,0.5,1,0.955
insult,0.94,0.5,1,0.955
threat,0.03,0.0,0,0.955
obscene,0.05,0.0,0,0.955
toxicity,0.22,0.1666666716337204,0,0.978
insult,0.09,0.1666666716337204,0,0.978
threat,0.03,0.0,0,0.978
obscene,0.03,0.0,0,0.978
toxicity,0.45,0.0,0,0.913
insult,0.23,0.0,0,0.913
threat,0.07,0.0,0,0.913
obscene,0.03,0.0,0,0.913
toxicity,0.8,0.4000000059604645,0,0.869
insult,0.51,0.10000000149011612,0,0.869
threat,0.04,0.0,0,0.869
obscene,0.43,0.30000001192092896,0,0.869
toxicity,0.65,0.20000000298023224,0,0.899
insult,0.95,0.20000000298023224,0,0.899
threat,0.03,0.0,0,0.899
obscene,0.05,0.0,0,0.899
toxicity,0.9,0.8500000238418579,1,0.944
insult,0.96,0.8666666746139526,1,0.944
threat,0.04,0.01666666753590107,0,0.944
obscene,0.15,0.15000000596046448,0,0.944
toxicity,0.92,0.0714285746216774,0,0.978
insult,0.56,0.0476190485060215,0,0.978
threat,0.29,0.0476190485060215,0,0.978
obscene,0.1,0.0,0,0.978
toxicity,0.2,0.675000011920929,1,0.903
insult,0.53,0.6625000238418579,1,0.903
threat,0.06,0.3499999940395355,0,0.903
obscene,0.16,0.08749999850988388,0,0.903
toxicity,0.81,0.20000000298023224,0,0.934
insult,0.93,0.20000000298023224,0,0.934
threat,0.04,0.0,0,0.934
obscene,0.09,0.0,0,0.934
toxicity,0.79,0.807692289352417,1,0.907
insult,0.88,0.7884615659713745,1,0.907
threat,0.02,0.0,0,0.907
obscene,0.06,0.03846153989434242,0,0.907
toxicity,0.32,0.20000000298023224,0,1.02
insult,0.76,0.20000000298023224,0,1.02
threat,0.03,0.0,0,1.02
obscene,0.03,0.10000000149011612,0,1.02
toxicity,0.57,0.9642857313156128,1,0.898
insult,0.89,0.9285714030265808,1,0.898
threat,0.02,0.0,0,0.898
obscene,0.06,0.1607142835855484,0,0.898
toxicity,0.52,0.4000000059604645,0,0.926
insult,0.47,0.20000000298023224,0,0.926
threat,0.03,0.20000000298023224,0,0.926
obscene,0.06,0.10000000149011612,0,0.926
toxicity,0.27,0.0,0,0.987
insult,0.59,0.0,0,0.987
threat,0.02,0.0,0,0.987
obscene,0.04,0.0,0,0.987
toxicity,0.36,0.0,0,0.922
insult,0.36,0.0,0,0.922
threat,0.03,0.0,0,0.922
obscene,0.03,0.0,0,0.922
toxicity,0.36,0.0,0,0.977
insult,0.78,0.0,0,0.977
threat,0.02,0.1666666716337204,0,0.977
obscene,0.04,0.1666666716337204,0,0.977
toxicity,0.43,0.4000000059604645,0,0.93
insult,0.51,0.30000001192092896,0,0.93
threat,0.02,0.0,0,0.93
obscene,0.04,0.0,0,0.93
toxicity,0.21,0.1666666716337204,0,0.945
insult,0.11,0.0,0,0.945
threat,0.04,0.1666666716337204,0,0.945
obscene,0.02,0.0,0,0.945
toxicity,0.82,0.1666666716337204,0,0.911
insult,0.94,0.1666666716337204,0,0.911
threat,0.04,0.0,0,0.911
obscene,0.08,0.0,0,0.911
toxicity,0.28,0.1666666716337204,0,0.996
insult,0.34,0.1666666716337204,0,0.996
threat,0.02,0.0,0,0.996
obscene,0.04,0.0,0,0.996
toxicity,0.9,1.0,1,0.985
insult,0.97,1.0,1,0.985
threat,0.04,0.0,0,0.985
obscene,0.1,0.0,0,0.985
toxicity,0.85,0.30000001192092896,0,0.978
insult,0.91,0.0,0,0.978
threat,0.26,0.0,0,0.978
obscene,0.04,0.0,0,0.978
toxicity,0.79,0.7708333134651184,1,0.985
insult,0.97,0.7916666865348816,1,0.985
threat,0.03,0.0,0,0.985
obscene,0.11,0.0833333358168602,0,0.985
toxicity,0.49,0.1666666716337204,0,0.973
insult,0.81,0.1666666716337204,0,0.973
threat,0.03,0.0,0,0.973
obscene,0.06,0.0,0,0.973
toxicity,0.39,0.0,0,0.907
insult,0.33,0.0,0,0.907
threat,0.01,0.0,0,0.907
obscene,0.03,0.0,0,0.907
toxicity,0.53,0.20000000298023224,0,0.914
insult,0.91,0.20000000298023224,0,0.914
threat,0.02,0.0,0,0.914
obscene,0.04,0.0,0,0.914
toxicity,0.72,0.8392857313156128,1,0.871
insult,0.96,0.8214285969734192,1,0.871
threat,0.33,0.01785714365541935,0,0.871
obscene,0.14,0.1607142835855484,0,0.871
toxicity,0.82,0.800000011920929,1,0.955
insult,0.96,0.800000011920929,1,0.955
threat,0.05,0.0,0,0.955
obscene,0.16,0.0,0,0.955
toxicity,0.42,0.10000000149011612,0,0.953
insult,0.39,0.0,0,0.953
threat,0.07,0.0,0,0.953
obscene,0.12,0.10000000149011612,0,0.953
toxicity,0.78,0.4000000059604645,0,0.987
insult,0.95,0.4000000059604645,0,0.987
threat,0.05,0.0,0,0.987
obscene,0.13,0.10000000149011612,0,0.987
toxicity,0.91,0.8939393758773804,1,0.954
insult,0.91,0.6666666865348816,1,0.954
threat,0.04,0.0,0,0.954
obscene,0.57,0.8636363744735718,1,0.954
toxicity,0.79,0.8333333134651184,1,0.938
insult,0.96,0.8333333134651184,1,0.938
threat,0.07,0.0,0,0.938
obscene,0.06,0.0,0,0.938
toxicity,0.16,0.1666666716337204,0,1.038
insult,0.35,0.1666666716337204,0,1.038
threat,0.02,0.1666666716337204,0,1.038
obscene,0.03,0.0,0,1.038
toxicity,0.75,0.6470588445663452,1,1.116
insult,0.93,0.5882353186607361,1,1.116
threat,0.43,0.04411764815449715,0,1.116
obscene,0.11,0.014705882407724857,0,1.116
toxicity,0.08,0.7638888955116272,1,0.97
insult,0.03,0.1805555522441864,0,0.97
threat,0.02,0.0,0,0.97
obscene,0.65,0.8055555820465088,1,0.97
toxicity,0.79,0.0,0,0.934
insult,0.88,0.0,0,0.934
threat,0.06,0.0,0,0.934
obscene,0.21,0.0,0,0.934
toxicity,0.95,0.9120819568634033,1,0.953
insult,0.97,0.8112189769744873,1,0.953
threat,0.07,0.0447680689394474,0,0.953
obscene,0.07,0.008629988878965378,0,0.953
toxicity,0.49,0.30000001192092896,0,0.989
insult,0.59,0.20000000298023224,0,0.989
threat,0.02,0.0,0,0.989
obscene,0.03,0.0,0,0.989
toxicity,0.21,0.0,0,1.114
insult,0.35,0.0,0,1.114
threat,0.02,0.0,0,1.114
obscene,0.03,0.0,0,1.114
toxicity,0.12,0.0,0,0.949
insult,0.25,0.0,0,0.949
threat,0.01,0.0,0,0.949
obscene,0.04,0.0,0,0.949
toxicity,0.9,0.5285714268684387,1,1.04
insult,0.97,0.4571428596973419,0,1.04
threat,0.07,0.0,0,1.04
obscene,0.12,0.02857142873108387,0,1.04
toxicity,0.21,0.20000000298023224,0,1.006
insult,0.19,0.20000000298023224,0,1.006
threat,0.01,0.0,0,1.006
obscene,0.03,0.0,0,1.006
toxicity,0.09,0.0,0,0.954
insult,0.05,0.0,0,0.954
threat,0.01,0.0,0,0.954
obscene,0.02,0.0,0,0.954
toxicity,0.32,0.20000000298023224,0,0.942
insult,0.17,0.0,0,0.942
threat,0.02,0.20000000298023224,0,0.942
obscene,0.03,0.0,0,0.942
toxicity,0.63,0.0,0,0.919
insult,0.39,0.0,0,0.919
threat,0.05,0.0,0,0.919
obscene,0.03,0.0,0,0.919
toxicity,0.27,0.30000001192092896,0,1.11
insult,0.3,0.10000000149011612,0,1.11
threat,0.03,0.0,0,1.11
obscene,0.17,0.20000000298023224,0,1.11
toxicity,0.39,0.5857142806053162,1,0.975
insult,0.76,0.5714285969734192,1,0.975
threat,0.02,0.0,0,0.975
obscene,0.06,0.04285714402794838,0,0.975
toxicity,0.36,0.0,0,0.95
insult,0.47,0.0,0,0.95
threat,0.03,0.0,0,0.95
obscene,0.07,0.0,0,0.95
toxicity,0.56,1.0,1,0.923
insult,0.68,0.8333333134651184,1,0.923
threat,0.05,0.0,0,0.923
obscene,0.86,0.8333333134651184,1,0.923
toxicity,0.85,0.4000000059604645,0,1.022
insult,0.94,0.30000001192092896,0,1.022
threat,0.03,0.0,0,1.022
obscene,0.05,0.10000000149011612,0,1.022
toxicity,0.2,0.0,0,0.946
insult,0.32,0.0,0,0.946
threat,0.01,0.0,0,0.946
obscene,0.04,0.0,0,0.946
toxicity,0.59,0.4000000059604645,0,0.97
insult,0.84,0.10000000149011612,0,0.97
threat,0.05,0.20000000298023224,0,0.97
obscene,0.05,0.10000000149011612,0,0.97
toxicity,0.13,0.0,0,1.0
insult,0.06,0.0,0,1.0
threat,0.02,0.0,0,1.0
obscene,0.03,0.0,0,1.0
toxicity,0.36,0.30000001192092896,0,0.934
insult,0.55,0.10000000149011612,0,0.934
threat,0.02,0.0,0,0.934
obscene,0.7,0.30000001192092896,0,0.934
toxicity,0.36,0.1666666716337204,0,0.881
insult,0.27,0.1666666716337204,0,0.881
threat,0.02,0.0,0,0.881
obscene,0.06,0.0,0,0.881
toxicity,0.91,0.8787878751754761,1,0.906
insult,0.96,0.8484848737716675,1,0.906
threat,0.16,0.0,0,0.906
obscene,0.75,0.4545454680919647,0,0.906
toxicity,0.63,0.5,1,0.928
insult,0.87,0.5,1,0.928
threat,0.03,0.0,0,0.928
obscene,0.08,0.0,0,0.928
toxicity,0.18,0.1666666716337204,0,0.91
insult,0.16,0.1666666716337204,0,0.91
threat,0.02,0.0,0,0.91
obscene,0.03,0.0,0,0.91
toxicity,0.24,0.4000000059604645,0,0.966
insult,0.38,0.10000000149011612,0,0.966
threat,0.19,0.4000000059604645,0,0.966
obscene,0.05,0.0,0,0.966
toxicity,0.63,0.0,0,0.939
insult,0.7,0.0,0,0.939
threat,0.04,0.0,0,0.939
obscene,0.04,0.0,0,0.939
toxicity,0.64,0.5,1,0.954
insult,0.88,0.5,1,0.954
threat,0.08,0.0,0,0.954
obscene,0.04,0.0,0,0.954
toxicity,0.29,0.4000000059604645,0,1.0
insult,0.4,0.5,1,1.0
threat,0.02,0.0,0,1.0
obscene,0.09,0.0,0,1.0
toxicity,0.88,0.7818182110786438,1,0.939
insult,0.95,0.7636363506317139,1,0.939
threat,0.03,0.0,0,0.939
obscene,0.05,0.036363635212183,0,0.939
toxicity,0.15,0.0,0,0.956
insult,0.17,0.0,0,0.956
threat,0.01,0.0,0,0.956
obscene,0.03,0.0,0,0.956
toxicity,0.42,0.4000000059604645,0,0.986
insult,0.78,0.4000000059604645,0,0.986
threat,0.02,0.0,0,0.986
obscene,0.03,0.0,0,0.986
toxicity,0.8,0.6000000238418579,1,0.871
insult,0.91,0.6000000238418579,1,0.871
threat,0.03,0.0,0,0.871
obscene,0.06,0.0,0,0.871
toxicity,0.58,0.20000000298023224,0,0.916
insult,0.79,0.20000000298023224,0,0.916
threat,0.02,0.0,0,0.916
obscene,0.04,0.0,0,0.916
toxicity,0.86,0.7962962985038757,1,0.92
insult,0.88,0.7962962985038757,1,0.92
threat,0.18,0.1111111119389534,0,0.92
obscene,0.15,0.09259258955717087,0,0.92
toxicity,0.65,0.8333333134651184,1,0.902
insult,0.33,0.8333333134651184,1,0.902
threat,0.02,0.0,0,0.902
obscene,0.1,0.0,0,0.902
toxicity,0.76,0.5,1,0.972
insult,0.6,0.171875,0,0.972
threat,0.56,0.203125,0,0.972
obscene,0.27,0.0625,0,0.972
toxicity,0.45,0.20000000298023224,0,1.321
insult,0.47,0.0,0,1.321
threat,0.02,0.0,0,1.321
obscene,0.04,0.0,0,1.321
toxicity,0.11,0.30000001192092896,0,1.002
insult,0.05,0.30000001192092896,0,1.002
threat,0.01,0.0,0,1.002
obscene,0.04,0.0,0,1.002
toxicity,0.52,0.0,0,0.985
insult,0.71,0.0,0,0.985
threat,0.03,0.0,0,0.985
obscene,0.04,0.0,0,0.985
toxicity,0.38,0.800000011920929,1,1.001
insult,0.49,0.20000000298023224,0,1.001
threat,0.02,0.0,0,1.001
obscene,0.45,0.0,0,1.001
toxicity,0.16,0.20000000298023224,0,1.005
insult,0.13,0.20000000298023224,0,1.005
threat,0.01,0.0,0,1.005
obscene,0.03,0.0,0,1.005
toxicity,0.26,0.1666666716337204,0,0.954
insult,0.2,0.0,0,0.954
threat,0.02,0.0,0,0.954
obscene,0.03,0.0,0,0.954
toxicity,0.72,0.7777777910232544,1,0.998
insult,0.96,0.7592592835426331,1,0.998
threat,0.02,0.0,0,0.998
obscene,0.08,0.14814814925193787,0,0.998
toxicity,0.43,0.30000001192092896,0,0.978
insult,0.14,0.20000000298023224,0,0.978
threat,0.02,0.0,0,0.978
obscene,0.02,0.0,0,0.978
toxicity,0.25,0.0,0,0.925
insult,0.1,0.0,0,0.925
threat,0.03,0.0,0,0.925
obscene,0.11,0.0,0,0.925
toxicity,0.37,0.6000000238418579,1,0.987
insult,0.54,0.30000001192092896,0,0.987
threat,0.11,0.10000000149011612,0,0.987
obscene,0.04,0.10000000149011612,0,0.987
toxicity,0.25,0.0,0,0.965
insult,0.38,0.0,0,0.965
threat,0.07,0.0,0,0.965
obscene,0.03,0.0,0,0.965
toxicity,0.87,0.699999988079071,1,1.008
insult,0.96,0.699999988079071,1,1.008
threat,0.02,0.0,0,1.008
obscene,0.04,0.0,0,1.008
toxicity,0.76,0.5,1,0.913
insult,0.95,0.5,1,0.913
threat,0.2,0.0,0,0.913
obscene,0.09,0.10000000149011612,0,0.913
toxicity,0.73,0.30000001192092896,0,0.914
insult,0.88,0.30000001192092896,0,0.914
threat,0.02,0.0,0,0.914
obscene,0.1,0.0,0,0.914
toxicity,0.15,0.0,0,0.89
insult,0.07,0.0,0,0.89
threat,0.02,0.0,0,0.89
obscene,0.06,0.0,0,0.89
toxicity,0.46,0.47887325286865234,0,0.961
insult,0.65,0.4647887349128723,0,0.961
threat,0.02,0.0,0,0.961
obscene,0.06,0.014084506779909134,0,0.961
toxicity,0.48,0.30000001192092896,0,0.938
insult,0.69,0.30000001192092896,0,0.938
threat,0.02,0.10000000149011612,0,0.938
obscene,0.03,0.0,0,0.938
toxicity,0.52,0.0,0,0.966
insult,0.44,0.0,0,0.966
threat,0.03,0.0,0,0.966
obscene,0.03,0.0,0,0.966
toxicity,0.77,0.30000001192092896,0,0.977
insult,0.93,0.30000001192092896,0,0.977
threat,0.05,0.0,0,0.977
obscene,0.05,0.0,0,0.977
toxicity,0.75,0.6000000238418579,1,0.917
insult,0.88,0.6000000238418579,1,0.917
threat,0.02,0.0,0,0.917
obscene,0.1,0.30000001192092896,0,0.917
toxicity,0.43,0.5,1,0.892
insult,0.74,0.5,1,0.892
threat,0.08,0.0,0,0.892
obscene,0.04,0.0,0,0.892
toxicity,0.63,0.7567567825317383,1,0.929
insult,0.87,0.4864864945411682,0,0.929
threat,0.02,0.013513513840734959,0,0.929
obscene,0.71,0.6756756901741028,1,0.929
toxicity,0.86,0.8301886916160583,1,0.97
insult,0.97,0.8113207817077637,1,0.97
threat,0.05,0.0,0,0.97
obscene,0.1,0.03773584961891174,0,0.97
toxicity,0.22,0.0,0,0.939
insult,0.29,0.0,0,0.939
threat,0.01,0.0,0,0.939
obscene,0.03,0.0,0,0.939
toxicity,0.89,0.4000000059604645,0,0.968
insult,0.96,0.4000000059604645,0,0.968
threat,0.03,0.0,0,0.968
obscene,0.32,0.10000000149011612,0,0.968
toxicity,0.8,1.0,1,0.996
insult,0.98,1.0,1,0.996
threat,0.03,0.0,0,0.996
obscene,0.07,0.0,0,0.996
toxicity,0.09,0.20000000298023224,0,0.938
insult,0.11,0.20000000298023224,0,0.938
threat,0.01,0.0,0,0.938
obscene,0.02,0.0,0,0.938
toxicity,0.88,0.1666666716337204,0,0.988
insult,0.93,0.0,0,0.988
threat,0.04,0.0,0,0.988
obscene,0.04,0.0,0,0.988
toxicity,0.32,0.0,0,1.195
